"num","REGISTRY_ID"
1,110024338590
2,110001685392
3,110070836111
4,110004901330
5,110068914198
6,110004017466
7,110045578308
8,110007446790
9,110070404655
10,110002815188
11,110070514964
12,110064786628
13,110065408026
14,110059841444
15,110071467987
16,110029392128
17,110070229541
18,110055717069
19,110070055405
20,110022505127
21,110071198650
22,110019306801
23,110011461186
24,110070020143
25,110068175432
26,110015481806
27,110070581501
28,110032054112
29,110041095132
30,110069998921
31,110009362732
32,110033753775
33,110018157046
34,110066407285
35,110018457837
36,110070588471
37,110010728178
38,110039590243
39,110032890566
40,110068556486
41,110066048324
42,110010697175
43,110020163375
44,110071847932
45,110070699743
46,110071276108
47,110032974002
48,110019164152
49,110068928174
50,110070483654
51,110071202095
52,110066569895
53,110070443485
54,110071335512
55,110070708117
56,110071316779
57,110017186454
58,110035837921
59,110003588190
60,110065780872
61,110066493654
62,110071864435
63,110070101275
64,110066402119
65,110044162937
66,110033121841
67,110055353362
68,110025071428
69,110013822248
70,110010211314
71,110039170768
72,110019075588
73,110071876375
74,110070829863
75,110027700192
76,110001755477
77,110071468255
78,110010739852
79,110011855634
80,110041304638
81,110067756379
82,110046270771
83,110070274429
84,110033773539
85,110013904864
86,110071145095
87,110070488231
88,110018450399
89,110068803628
90,110014282613
91,110066408177
92,110064335651
93,110065903286
94,110058319065
95,110064555949
96,110018681595
97,110035470291
98,110071397945
99,110066488447
100,110005634858
